龙傲海||盲僧||6.2||18||63||0||0||26||4||0||1||0||2999||93223||33534||7102||5392||1097||612
Erstickt丶Wc||琴瑟仙女||6.5||17||0||0||0||10||3||0||0||0||13189||26999||26145||10591||1909||8682||0
我叫小健康||赏金猎人||8.6||241||0||0||0||10||0||2||1||653||2712||159314||19090||21197||14918||6150||128
浩与之落||虚空行者||5.5||99||7||0||0||7||1||0||1||0||0||74715||27119||9757||1093||8663||0
发疯的小草帽||法外狂徒||13.1||149||1||4||0||4||1||5||2||540||330||84029||3438||6036||5464||547||25
三纷绣气||未来守护者||9||139||9||1||0||6||0||3||1||0||314||77596||6640||12963||11599||1104||260
灰猫咪||冰霜女巫||10||96||2||0||0||5||0||3||1||0||203||67907||6881||8022||530||7492||0
大苞米||德邦总管||6.5||14||38||1||1||5||0||2||2||0||2961||57759||11686||4110||3354||398||358
俺用苞米捅你菊花||曙光女神||6.8||26||0||0||0||12||1||3||1||0||1076||11681||6189||2829||752||2077||0
冷丶雪丶||复仇之矛||8.1||133||5||0||0||1||1||2||2||0||360||59822||10309||9177||9177||0||0
坑死你妹妹的||盲僧||8.3||12||43||0||0||14||1||0||0||0||164||57424||13447||2241||1521||652||68
哥双手插兜||魂锁典狱长||2.7||18||1||0||0||3||1||0||1||0||233||13106||10225||1631||277||1354||0
哥没显示器||九尾妖狐||5.2||77||11||0||0||3||0||0||1||0||573||44280||8029||3761||598||2332||829
陈小宸||德玛西亚皇子||9.2||101||6||1||0||8||0||0||1||0||0||59259||7304||3519||3332||186||0
发疯的小草帽||亡灵战神||8.2||174||4||0||0||7||0||2||2||0||6046||120500||17131||13897||8375||5522||0
YUMIKOOO||生化魔人||11.5||19||61||1||0||4||0||5||1||0||20009||101417||23806||9345||482||8862||0
俺用苞米捅你菊花||魂锁典狱长||10.1||27||0||0||0||16||2||0||1||0||1281||15294||10377||4794||454||4340||0
大苞米||皮城女警||10.6||179||9||2||1||5||0||5||2||1132||1089||117853||9278||11825||9593||2118||114
三纷绣气||虚空先知||12.2||177||28||2||0||10||0||3||1||0||812||137823||11827||17552||3385||13710||456
芒果AppleDomaNo1||潮汐海灵||10.3||131||6||1||0||2||0||2||1||0||163||79596||11414||10681||1648||8383||650
草莓AppleDomaT9c||荣耀行刑官||6.7||204||11||1||0||7||0||2||1||920||1163||136208||8633||8599||8470||128||0
恋上红尘||沙漠死神||6||203||4||1||0||7||0||0||0||945||0||126282||25623||8114||2653||5460||0
柚子AppleDomaVip||弗雷尔卓德之心||4.1||21||0||0||0||15||0||0||0||0||963||16095||16951||2679||682||1997||0
榴莲AppleDomaK98||德邦总管||6.6||17||50||0||0||4||1||2||1||0||3298||84948||19379||8521||5542||2303||676
风流倜傥怪我咯i||蒸汽机器人||4.9||64||2||0||0||39||6||2||1||0||2683||48898||33208||7548||1510||5944||93
九幽丶落羽||九尾妖狐||7.8||187||24||1||0||7||1||3||2||0||4957||204690||24812||38894||1150||24389||13353
丶丶对你不够好||深海泰坦||9.2||98||73||0||0||9||2||3||1||0||7424||202958||40906||19080||3210||15057||812
薄情冷血怪我咯i||战争女神||12.1||263||30||3||1||2||2||4||2||1341||4155||281984||25940||46082||43414||938||1729
有屎以来最帅||扭曲树精||11.5||253||16||2||0||9||0||3||2||0||15101||210903||48118||28939||3027||25361||550
发疯的小草帽||亡灵战神||6.8||191||2||0||0||10||0||3||1||0||27954||163005||48746||30635||19382||11253||0
大苞米||战争之王||7.2||49||52||0||0||6||0||3||2||1010||1855||135934||36087||22195||16140||4285||1770
俺用苞米捅你菊花||魂锁典狱长||6.2||32||0||0||0||36||3||0||0||0||1433||25114||33867||9421||1645||7776||0
三纷绣气||虚空先知||11.2||220||24||1||0||8||0||6||2||0||1860||199184||23847||41325||2712||37304||1308
灰猫咪||皮城女警||8.8||211||31||2||0||4||2||2||1||1445||3461||225226||22609||33998||27960||5065||972
电竞萌萌哒丶||法外狂徒||12.4||230||35||3||1||10||1||11||4||1710||2998||291967||21374||38443||35299||2158||986
Llk丶Rosemary||曙光女神||11||78||0||1||0||31||10||2||1||0||3764||48252||26545||10548||3379||7168||0
丶小淫川||龙血武姬||9.2||184||35||1||0||7||3||0||1||0||1930||176741||27105||17561||4128||12590||842
Eva的鱼丶||不祥之刃||8||236||9||0||2||4||0||7||3||0||1154||209088||20080||42303||666||41093||544
卖馍寡妇刘翠花||德玛西亚皇子||8.8||30||69||0||0||26||5||2||1||0||2413||118262||29304||13952||10883||2061||1008
发疯的小草帽||亡灵战神||7||163||9||0||0||7||2||2||2||0||20289||131369||39903||20047||12346||7700||0
三纷绣气||虚空先知||9.9||228||30||0||0||9||1||2||1||0||539||209606||21305||32175||2831||28454||890
俺用苞米捅你菊花||魂锁典狱长||5.2||47||0||0||0||33||6||3||2||0||1950||24639||30246||4447||453||3993||0
大苞米||德邦总管||7.7||54||57||1||0||11||3||0||1||256||6377||129599||35765||10214||7461||1875||878
YUMIKOOO||暴走萝莉||6.9||198||26||0||0||5||1||4||2||650||2359||182421||22369||20145||18290||1603||251
俺用苞米捅你菊花||风暴之怒||10||22||0||1||0||28||4||0||1||0||10307||24530||23733||5060||982||4078||0
发疯的小草帽||皮城女警||10.4||255||19||1||0||6||1||7||4||1500||2764||291414||28105||46266||40947||4272||1046
大苞米||冰霜女巫||4.7||205||5||0||0||8||1||3||1||0||2869||196996||33016||36092||628||35464||0
三纷绣气||未来守护者||8.7||207||25||3||0||12||1||3||3||1552||2041||217736||27756||42528||35075||6079||1374
YUMIKOOO||生化魔人||8.9||39||71||0||1||10||2||4||1||0||50745||153692||58406||32069||1096||30611||362
思念延绵不断||圣枪游侠||11.3||267||46||5||0||5||0||6||3||1508||4648||354842||36526||59100||51938||5310||1851
Loading丶怀||卡牌大师||4.9||159||14||1||0||11||0||3||2||0||1948||179729||28265||25484||1322||24123||38
ADcarry丶荣||荒漠屠夫||11.6||207||13||1||0||13||1||2||1||0||10707||178377||55200||20205||10292||9303||610
SLubov彡阎家小鑫||曙光女神||7.3||27||0||0||0||34||3||0||1||0||270||38583||38127||16906||3066||11908||1931
SLubov彡菊花台||战争之王||5.8||65||32||0||1||15||2||3||1||1060||2485||112254||40943||16731||7662||7436||1633
星灬之痕||虚空恐惧||13.3||326||53||3||0||14||1||6||3||0||22837||521767||67828||69309||1798||56118||11391
完全控制你姐丶||德玛西亚皇子||6.8||111||87||1||0||6||3||2||2||0||3446||302219||59187||25210||17550||6983||676
天煞丨凌舞||探险家||6.8||261||20||1||0||7||0||0||1||825||1392||279057||29071||34424||18901||14361||1161
会飞的鱼啊||众星之子||6.6||36||0||0||0||58||7||0||0||475||47572||46542||28578||13547||721||12825||0
阿斯帕||刀锋意志||6.6||297||1||2||0||10||3||6||2||540||8646||229108||50858||29245||22802||5018||1425
发疯的小草帽||亡灵战神||6.9||241||18||2||0||14||1||2||1||0||28528||243792||59720||39869||21527||18342||0
YUMIKOOO||生化魔人||7.7||90||91||0||0||14||3||2||1||0||54599||225021||55088||36430||1755||34513||162
俺用苞米捅你菊花||风暴之怒||6||17||0||0||0||51||5||0||0||0||16230||20546||23307||5658||1592||4066||0
大苞米||法外狂徒||13.3||338||21||4||2||11||3||8||2||986||10874||359732||39039||60038||58321||1301||416
三纷绣气||未来守护者||6.4||244||26||1||0||19||3||7||3||1465||3850||258390||32841||39989||32269||6484||1236
Zz丨Uncle丶shaN||魂锁典狱长||7.9||17||2||0||0||10||1||0||1||0||1041||12809||12180||4464||973||3490||0
无敌小蒋贱||暮光之眼||7.2||86||0||1||0||3||0||2||1||0||842||54753||17637||9773||2891||6675||207
BuG丶Com||法外狂徒||12.3||172||6||3||1||5||0||6||2||616||2387||128420||15278||28869||28002||344||522
空忌凉城||复仇焰魂||6.5||104||14||0||0||8||0||3||1||0||409||75523||9457||11392||531||10462||398
侧脸依旧狠美De||德玛西亚皇子||9.5||24||39||2||0||5||0||3||1||0||1421||70170||16668||11591||10325||450||815
奔跑的小蜗牛||荣耀行刑官||2.7||80||2||0||0||2||0||0||1||0||1034||40014||17492||8022||8022||0||0
难免动情Ulysses||盲僧||9.1||10||27||0||0||13||1||3||1||0||289||55533||22615||10822||7533||2651||638
辰儿儿||探险家||3.5||73||6||0||0||6||0||0||1||0||86||41580||10825||8403||2164||6131||108
兰迪傲盾||堕落天使||6.8||21||0||0||0||12||1||0||1||0||1014||16526||12644||5594||1013||4580||0
ThegodofObama||迷失之牙||11.2||111||0||1||0||2||0||4||2||325||713||67203||17308||14608||12404||2204||0
CDDfzakqbz||盲僧||8.8||31||101||0||0||18||2||5||2||0||1836||172066||55355||21295||16102||3240||1952
吊打网三优越狗Q||刀锋意志||7.5||220||6||4||0||10||0||2||1||515||7766||174285||48929||27209||19685||4689||2835
沈工海爷||发条魔灵||10.8||293||26||1||1||7||0||6||2||0||4766||330603||33332||70547||2463||66247||1836
狂暴过后就是||暗夜猎手||4.8||222||20||1||0||7||1||0||1||908||4313||211395||42964||30199||22966||180||7052
Greedy丶days||众星之子||9.8||20||0||0||0||28||5||0||0||239||40937||21462||8323||3462||281||3181||0
Zz丨Uncle丶shaN||探险家||8||292||16||1||0||8||0||3||2||0||3287||239200||27995||38557||24963||12667||927
纯情蛋蛋||复仇焰魂||7.3||156||32||1||0||12||0||3||2||0||4437||189690||40014||48443||714||46264||1464
苏公公丶||放逐之刃||6.2||281||25||1||0||11||0||2||2||0||1819||238270||37583||30645||28717||0||1928
擦布鞋||酒桶||8.3||105||92||0||0||14||2||4||2||562||8275||216505||43249||21377||1933||19314||129
丿小灬齐||堕落天使||8.7||44||0||0||0||33||3||0||1||0||100||63731||28700||13704||1337||12366||0
Ruined丶dream||皮城女警||6.5||127||6||0||1||4||0||2||2||1110||3608||120530||15682||17577||15772||905||899
KS单纯||蒸汽机器人||8.7||5||0||0||0||36||0||2||1||0||2398||18266||26371||10828||3221||7606||0
龙腾网络会所丶DQ||审判天使||7.8||215||12||2||1||4||0||5||2||0||7312||183522||25935||40353||7268||31289||1796
FantAstic丶Hades||武器大师||6.6||28||57||0||1||4||1||3||2||523||1324||125991||27316||19166||11469||6598||1099
岁月轮回丶||荒漠屠夫||12.9||266||6||3||1||7||0||6||3||0||9103||222548||38946||31491||25104||4918||1469
木木狠嚣张||无极剑圣||5.5||91||53||1||0||6||0||2||2||0||2775||144144||28323||17620||12140||2303||3176
Zz丨Uncle丶shaN||雷霆咆哮||7.1||117||3||1||0||5||1||2||2||0||2819||96844||38161||23862||9984||12997||880
转身听情歌||疾风剑豪||7.2||203||21||0||0||10||0||3||2||627||1327||210124||27163||22515||16799||4671||1044
守护噩梦||弗雷尔卓德之心||7.5||52||0||0||0||26||1||0||1||0||2580||36082||32945||10070||2246||7824||0
Gentle丶suspense||荣耀行刑官||10.9||194||16||0||0||1||0||3||2||843||4233||160499||23195||34708||33599||594||514
赵大人神话||战争之王||7.4||115||3||0||0||3||1||3||1||648||357||62655||12633||12561||11626||629||306
逸枫丶夏末之殇||风暴之怒||5.9||7||0||0||0||12||0||0||0||0||173||10233||4207||2865||1028||1836||0
龙腾AP||惩戒之箭||11||99||1||2||0||2||1||3||1||440||1263||73500||6098||15163||14095||1068||0
金刚大叔||光辉女郎||12.3||96||14||0||0||3||2||8||1||0||999||65487||5598||10686||1330||9202||153
d3sTiny灬白骨哀||恶魔小丑||7.8||20||36||0||0||2||1||3||1||323||958||57999||11587||7942||4134||2966||842
绝版俊爷||诺克萨斯之手||7.3||55||1||0||0||3||0||0||1||0||283||35441||15234||8013||4697||1523||1791
丿Dream丨天殇||远古巫灵||5.4||67||0||0||0||2||0||0||0||0||22||35469||8380||3820||182||3638||0
Zz丨Uncle丶shaN||河流之王||10||33||0||0||0||9||2||0||1||0||2653||17960||12469||4183||516||3555||112
BuG丶Com||复仇之矛||7.9||142||8||0||0||2||0||3||3||0||1386||62245||12148||7937||7459||477||0
没名字叫艹||寡妇制造者||6.9||13||45||0||0||5||2||0||1||150||792||56633||12963||4163||2339||1653||171
Tranquillity丶Ns||熔岩巨兽||7.9||91||0||1||0||4||1||2||1||0||154||42289||6338||7295||769||6330||196
Tranquillity丶Gr||疾风剑豪||4.4||131||4||0||0||6||0||2||1||436||0||83360||7627||6886||5123||1704||58
坎坎你的脸||嗜血猎手||7.8||22||66||0||0||6||2||2||1||0||11039||100972||21007||3796||997||2553||245
Zz丨Uncle丶shaN||暗夜猎手||10.2||160||7||2||0||3||1||5||2||490||2098||79625||12107||12338||10043||69||2225
Temptation丶毁梦||虚空之眼||10.7||28||4||1||0||19||0||5||2||0||849||39156||7354||12857||867||10325||1665
丶人穷志不穷||战争之王||7.4||8||30||0||0||7||1||2||2||574||796||38995||11883||5446||4649||696||100
悲伤的粉黛||探险家||6.8||127||9||0||0||5||0||0||1||0||142||74094||8839||5503||1169||4334||0
竹亭悠卧||齐天大圣||7.4||14||0||0||0||8||4||0||1||0||131||10771||13308||5286||4928||114||244
丶何须叹离别||卡牌大师||7.1||105||4||0||0||7||0||0||1||0||273||56654||8548||6808||1256||5551||0
嘴唇大炮||惩戒之箭||6.9||85||2||0||0||5||0||2||1||0||902||45486||10301||5944||5249||694||0
Zz丨Uncle丶shaN||海洋之灾||8.6||147||0||1||0||2||0||3||1||479||4286||63115||11915||8353||5788||1839||724
fly的时光||疾风剑豪||9.4||123||24||1||0||3||0||4||1||475||0||96773||11020||9739||6789||2492||458
BuG丶Com||盲僧||14.6||18||48||1||0||12||1||8||2||0||678||87273||17767||13231||10620||1465||1145
Faith丶G2d||蒸汽机器人||9.5||3||0||0||0||14||0||2||1||0||764||10175||9426||6234||1811||4423||0
Top丶favour丨殇||麦林炮手||5.5||138||0||1||0||3||0||0||0||420||870||69373||6870||6014||4593||1421||0
BMW爷们儿||荒漠屠夫||7.7||75||0||0||0||4||1||2||1||0||2098||47294||15708||9650||8775||409||466
Optimus灬灬Prime||复仇焰魂||9||77||0||0||0||4||0||2||1||0||1054||44996||13396||15130||1429||13700||0
拉鲁拉斯||众星之子||7.6||3||0||0||0||12||1||0||0||110||5571||7343||6791||2164||652||1511||0
冷风中Porsche丨||战争之王||5.7||8||34||0||0||1||1||0||0||455||833||46127||12061||3534||2771||653||110
Adreamfncty||荣耀行刑官||7.1||138||1||0||0||6||0||0||1||597||390||64816||8308||7006||7006||0||0
你在思念我||光辉女郎||10||47||3||0||1||29||6||0||0||0||2502||79090||16030||31898||1990||29908||0
Flexkiller||麦林炮手||8.8||156||9||2||0||4||0||5||2||867||4630||172230||27446||45998||38311||6920||766
正要缓冲||无双剑姬||9||188||38||2||1||6||0||7||3||857||5188||235434||50982||51728||46913||2485||2330
Cute丶倾城||龙血武姬||12.9||116||113||2||2||4||1||9||2||666||11165||330347||55355||57013||27232||27713||2068
龙门龙皇||迅捷斥候||5.4||132||16||1||0||9||1||3||2||0||2975||161744||31700||32374||1670||29444||1260
一瞄一个准||沙漠死神||6.3||50||73||0||0||7||3||0||1||0||719||155762||57827||23644||7135||15110||1398
Zz丨Uncle丶shaN||猩红收割者||9.6||262||16||0||0||8||1||3||2||0||55457||294120||76131||65893||479||63227||2187
BuG丶Com||德玛西亚之力||5.7||194||0||1||0||5||0||0||1||0||1018||132314||44849||11253||5864||5389||0
逆风丨TreAsuRe||熔岩巨兽||6.2||29||0||0||0||43||1||0||1||0||3117||36648||44649||14374||1750||12529||94
蹦儿爱吃冰淇淋||法外狂徒||7.5||206||5||0||0||2||0||8||2||944||3780||184055||27877||25413||22490||2305||617
德玛西亚暗夜||荒漠屠夫||15||171||11||2||0||7||0||9||2||0||7029||156519||36829||39158||32278||5825||1054
雷大神||雷霆咆哮||6.8||36||24||1||0||17||0||5||2||0||1792||66494||24281||14991||7786||5468||1736
charmer1||卡牌大师||8.6||142||10||1||0||10||0||5||1||0||1032||134789||14942||20059||2310||17327||422
王大神||盲僧||5.9||56||30||0||1||18||4||3||2||298||476||77545||22616||13416||10835||1872||708
我让你一只手都能||暗夜猎手||4.8||124||10||2||0||11||0||2||1||444||3021||97507||16266||16662||12907||1205||2549
Cnee||疾风剑豪||5.9||109||4||1||0||4||0||3||2||378||1207||85210||25908||18699||13166||4233||1300
Zz丨Uncle丶shaN||盲僧||8.5||18||27||0||0||26||1||2||2||0||1484||56860||29446||12830||7834||3819||1176
放学丶你给我等着||海洋之灾||6.2||143||0||1||0||1||0||3||2||1004||1587||100481||20996||14335||8644||5690||0
顺风尿尿湿裤裆||放逐之刃||8.9||51||4||0||0||9||1||2||1||0||0||62797||28333||16066||15096||0||970
GrandFantasi||惩戒之箭||10||114||4||1||0||5||0||6||1||642||1354||80137||16880||23683||20988||2695||0
蹦儿爱吃冰淇淋||熔岩巨兽||5.2||138||7||1||0||10||0||0||1||0||763||99247||19721||10835||1605||9230||0
BuG丶Com||德玛西亚之力||8.7||193||1||2||0||2||0||0||1||0||1958||127077||33678||19101||10175||8926||0
Zz丨Uncle丶shaN||时间刺客||14.5||88||90||1||0||13||0||9||4||0||8125||265498||40451||38565||3023||32446||3095
逆风丨TreAsuRe||光辉女郎||11.7||230||23||2||1||4||1||6||2||0||1342||251769||18514||46467||1765||44040||662
你爹不小心竟然||寒冰射手||2.8||52||1||1||0||5||0||0||1||305||1856||47765||16912||6296||4577||1719||0
哭腾化马骑||狂暴之心||4.7||144||0||1||0||2||0||2||1||0||0||122573||21647||16912||1402||14668||842
Shine小妖||末日使者||11.3||152||25||0||0||10||1||6||2||0||17772||167777||37709||37382||939||35479||964
baby小哎201026||德玛西亚之力||7.2||236||4||0||0||3||0||3||2||0||0||159983||42673||26178||16341||8875||962
猥琐领域||潮汐海灵||4.7||28||43||0||0||4||2||0||1||222||162||68096||21129||8302||1222||6427||652
棒棒糖女女爱||曙光女神||9.2||52||3||1||0||24||0||0||1||0||1430||50100||28891||11838||3114||8724||0
欣有灵犀||熔岩巨兽||9||127||5||2||1||8||0||3||2||0||2764||86357||12635||17430||3671||13671||88
Palmer丶杀遍天下||麦林炮手||12.1||135||13||3||2||7||0||3||2||727||2008||150149||17138||23851||17917||5254||679
被逼的赵志敬||惩戒之箭||4.8||103||3||0||0||9||1||3||2||0||1517||102170||14937||14920||12652||2267||0
国仕灬无双||战争之王||10.4||15||3||2||0||23||1||3||1||542||1720||27600||17241||9830||7945||1074||810
Love灬弥漫||凛冬之怒||8.4||33||62||2||1||3||0||4||2||0||2268||105164||25277||9204||1380||7363||460
蹦儿爱吃冰淇淋||熔岩巨兽||3.9||98||7||0||0||5||1||0||1||0||604||57642||17299||6496||1097||5399||0
你爹不小心竟然||寒冰射手||3.7||46||0||0||0||3||0||0||1||118||825||33638||12317||5401||3729||1671||0
Zz丨Uncle丶shaN||皮城执法官||9.4||45||34||0||0||7||1||3||1||0||1475||94499||25485||13739||13193||176||369
逆风丨TreAsuRe||诡术妖姬||10.1||125||10||0||0||7||0||5||2||0||632||111951||17354||23367||1342||21289||735
BuG丶Com||德玛西亚之力||5.7||87||0||1||0||3||0||0||1||0||1125||66453||24311||6346||3641||2704||0
沈阳的肉||疾风剑豪||9.9||255||2||3||0||8||0||5||3||785||1367||215061||26635||28828||19779||8284||764
大飞g霸气侧漏||放逐之刃||2.1||165||15||0||0||8||0||2||1||0||1069||138275||23042||16077||14693||0||1384
大圣g霸气侧漏||德玛西亚皇子||14||57||63||2||1||8||5||16||2||0||1136||158472||30307||26458||22765||1565||2127
失眠的夜晚||众星之子||9||24||0||1||1||25||1||2||1||353||22219||32251||19360||8641||1223||7417||0
东本好汉||荣耀行刑官||6.1||195||13||2||0||4||0||2||2||1254||1997||193539||24495||30612||30612||0||0
1st丨丶腐朽||迅捷斥候||6.6||22||53||0||0||8||1||3||2||0||2390||97006||21802||17429||581||16371||476
BuG丶Com||德玛西亚之力||9.4||204||3||1||0||3||0||2||1||83||570||134729||26397||21485||10267||11218||0
Zz丨Uncle丶shaN||猩红收割者||10.7||143||19||0||0||6||0||4||2||0||31195||160613||44751||34452||443||33156||852
蹦儿爱吃冰淇淋||瘟疫之源||4.3||118||6||1||0||3||2||0||1||0||2333||80502||18815||9883||7956||0||1927
传染歌||刀锋之影||4.9||62||0||1||0||8||0||0||1||568||579||56831||24497||11361||10019||0||1342
